method,split,task,regime,mean_success_rate,ci95_success_rate,mean_causal_mechanism_recall,ci95_causal_mechanism_recall,mean_spurious_dependence_rate,ci95_spurious_dependence_rate,mean_tail_failure_rate,ci95_tail_failure_rate,mean_damage_rate,ci95_damage_rate,mean_selection_cost,ci95_selection_cost,mean_calibration_error,ci95_calibration_error,groups,episodes_per_group
proposed_causal_mechanism_selector,heldout_mechanism,force_limited_twist_policy,operator_bias_shift,0.668367,0.041500,0.647060,0.001575,0.126187,0.001200,0.072189,0.003586,0.040497,0.000780,0.217276,0.002364,0.063440,0.002509,7,84
proposed_causal_mechanism_selector,heldout_mechanism,force_limited_twist_policy,rare_contact_mechanism,0.736395,0.034319,0.649927,0.003720,0.124395,0.001229,0.069505,0.001901,0.042292,0.001081,0.216118,0.000895,0.063137,0.000820,7,84
proposed_causal_mechanism_selector,heldout_mechanism,mobile_place_policy,color_mechanism_confound,0.702381,0.047219,0.638348,0.001549,0.116836,0.001181,0.064057,0.000964,0.038769,0.000688,0.214829,0.000514,0.059671,0.001866,7,84
proposed_causal_mechanism_selector,heldout_mechanism,mobile_place_policy,compound_spurious_shift,0.651361,0.051352,0.626357,0.005067,0.138245,0.003488,0.080887,0.003646,0.044770,0.003400,0.221545,0.002546,0.069615,0.001900,7,84
proposed_causal_mechanism_selector,heldout_mechanism,mobile_place_policy,iid_mechanisms,0.705782,0.023174,0.647041,0.001421,0.109255,0.001085,0.059148,0.000735,0.039197,0.000697,0.214184,0.000616,0.060946,0.000722,7,84
proposed_causal_mechanism_selector,heldout_mechanism,mobile_place_policy,intervention_gap,0.653061,0.032773,0.635467,0.001447,0.133641,0.001104,0.074687,0.001446,0.043849,0.001245,0.219975,0.000876,0.066706,0.002356,7,84
proposed_causal_mechanism_selector,heldout_mechanism,mobile_place_policy,material_shift,0.702381,0.023882,0.637539,0.005157,0.124733,0.002830,0.069383,0.003089,0.042318,0.003011,0.216828,0.002710,0.061214,0.000690,7,84
proposed_causal_mechanism_selector,heldout_mechanism,mobile_place_policy,operator_bias_shift,0.709184,0.031740,0.639649,0.003761,0.122316,0.001133,0.068275,0.001219,0.043146,0.001058,0.216599,0.000783,0.064501,0.002343,7,84
proposed_causal_mechanism_selector,heldout_mechanism,mobile_place_policy,rare_contact_mechanism,0.698980,0.040000,0.632750,0.004676,0.130353,0.001162,0.069412,0.001779,0.042197,0.002303,0.217058,0.001018,0.064046,0.002529,7,84
proposed_causal_mechanism_selector,heldout_mechanism,peg_search_policy,color_mechanism_confound,0.717687,0.040961,0.619770,0.001524,0.119916,0.003793,0.064582,0.001271,0.038906,0.002545,0.215400,0.000811,0.059619,0.001877,7,84
proposed_causal_mechanism_selector,heldout_mechanism,peg_search_policy,compound_spurious_shift,0.642857,0.025963,0.609402,0.005087,0.139113,0.001152,0.079364,0.001692,0.044851,0.002716,0.219737,0.000646,0.068052,0.002534,7,84
proposed_causal_mechanism_selector,heldout_mechanism,peg_search_policy,iid_mechanisms,0.732993,0.045216,0.628695,0.001395,0.110795,0.003868,0.059332,0.001516,0.037994,0.001192,0.214753,0.000804,0.060985,0.000644,7,84
proposed_causal_mechanism_selector,heldout_mechanism,peg_search_policy,intervention_gap,0.670068,0.040643,0.613873,0.001421,0.127599,0.001085,0.073060,0.000957,0.040852,0.000738,0.219021,0.000548,0.067286,0.000722,7,84
proposed_causal_mechanism_selector,heldout_mechanism,peg_search_policy,material_shift,0.741497,0.038682,0.623767,0.004761,0.122842,0.001066,0.066700,0.003136,0.042872,0.001090,0.214991,0.001715,0.061198,0.000708,7,84
proposed_causal_mechanism_selector,heldout_mechanism,peg_search_policy,operator_bias_shift,0.698980,0.024267,0.615469,0.001460,0.124626,0.001114,0.072432,0.001670,0.040040,0.001924,0.218056,0.002595,0.062779,0.000741,7,84
proposed_causal_mechanism_selector,heldout_mechanism,peg_search_policy,rare_contact_mechanism,0.680272,0.041186,0.612846,0.001498,0.129009,0.001143,0.072293,0.001220,0.041194,0.003009,0.219594,0.000708,0.062117,0.000761,7,84
proposed_causal_mechanism_selector,heldout_object,contact_grasp_policy,color_mechanism_confound,0.743197,0.029627,0.655463,0.003748,0.117898,0.001162,0.063843,0.002660,0.041981,0.000728,0.213300,0.002671,0.060792,0.000774,7,84
proposed_causal_mechanism_selector,heldout_object,contact_grasp_policy,compound_spurious_shift,0.712585,0.037218,0.638618,0.001511,0.130522,0.001152,0.077062,0.001244,0.041192,0.001047,0.220816,0.000761,0.064738,0.000767,7,84
proposed_causal_mechanism_selector,heldout_object,contact_grasp_policy,iid_mechanisms,0.767007,0.049065,0.660414,0.004761,0.109226,0.001066,0.055236,0.002497,0.041013,0.001213,0.209437,0.001897,0.054462,0.000708,7,84
proposed_causal_mechanism_selector,heldout_object,contact_grasp_policy,intervention_gap,0.714286,0.029690,0.644960,0.004744,0.130701,0.001085,0.073219,0.000504,0.043770,0.000449,0.219004,0.001966,0.060521,0.000722,7,84
proposed_causal_mechanism_selector,heldout_object,contact_grasp_policy,material_shift,0.715986,0.030307,0.648265,0.001395,0.117572,0.003558,0.065113,0.000775,0.038918,0.000710,0.215807,0.000663,0.062439,0.000655,7,84
proposed_causal_mechanism_selector,heldout_object,contact_grasp_policy,operator_bias_shift,0.714286,0.034534,0.652186,0.001460,0.121660,0.003830,0.066731,0.001351,0.042356,0.001147,0.215425,0.000861,0.062162,0.002383,7,84
proposed_causal_mechanism_selector,heldout_object,contact_grasp_policy,rare_contact_mechanism,0.738095,0.038778,0.650835,0.001498,0.121851,0.001143,0.066824,0.002608,0.042020,0.000970,0.213744,0.000756,0.064356,0.000761,7,84
proposed_causal_mechanism_selector,heldout_object,deformable_pull_policy,color_mechanism_confound,0.698980,0.023174,0.665713,0.001549,0.118957,0.001181,0.065001,0.001250,0.042024,0.001135,0.215874,0.000865,0.059176,0.000787,7,84
proposed_causal_mechanism_selector,heldout_object,deformable_pull_policy,compound_spurious_shift,0.630952,0.060031,0.645005,0.001536,0.130399,0.001171,0.076191,0.001248,0.041032,0.000816,0.218402,0.000460,0.064602,0.002326,7,84
proposed_causal_mechanism_selector,heldout_object,deformable_pull_policy,iid_mechanisms,0.688776,0.037218,0.673198,0.001421,0.110471,0.001085,0.059837,0.001540,0.042073,0.001300,0.214762,0.000887,0.054116,0.001888,7,84
proposed_causal_mechanism_selector,heldout_object,deformable_pull_policy,intervention_gap,0.658163,0.032886,0.654035,0.005137,0.125735,0.003532,0.073756,0.001050,0.044359,0.002044,0.219967,0.000795,0.061652,0.001916,7,84
proposed_causal_mechanism_selector,heldout_object,deformable_pull_policy,material_shift,0.666667,0.061734,0.656475,0.001421,0.115387,0.001085,0.064050,0.002178,0.038940,0.001728,0.213983,0.001042,0.060895,0.000722,7,84
proposed_causal_mechanism_selector,heldout_object,deformable_pull_policy,operator_bias_shift,0.629252,0.085721,0.652268,0.001485,0.123670,0.001133,0.070953,0.002882,0.041779,0.003009,0.217898,0.001259,0.058908,0.000754,7,84
proposed_causal_mechanism_selector,heldout_object,deformable_pull_policy,rare_contact_mechanism,0.661565,0.034480,0.655645,0.001524,0.120546,0.001162,0.070653,0.001131,0.041211,0.000968,0.218496,0.000733,0.061126,0.000774,7,84
proposed_causal_mechanism_selector,heldout_object,force_limited_twist_policy,color_mechanism_confound,0.732993,0.032146,0.653161,0.003724,0.116887,0.001219,0.063290,0.001167,0.040790,0.002353,0.214940,0.000792,0.060344,0.000813,7,84
proposed_causal_mechanism_selector,heldout_object,force_limited_twist_policy,compound_spurious_shift,0.705782,0.039016,0.642566,0.001588,0.135914,0.002790,0.077662,0.001840,0.041065,0.001236,0.218686,0.002522,0.065230,0.002517,7,84
proposed_causal_mechanism_selector,heldout_object,force_limited_twist_policy,iid_mechanisms,0.732993,0.036667,0.665729,0.004710,0.105353,0.001123,0.055590,0.001246,0.041775,0.001047,0.211694,0.000754,0.055489,0.002549,7,84
proposed_causal_mechanism_selector,heldout_object,force_limited_twist_policy,intervention_gap,0.715986,0.040870,0.649209,0.001498,0.124314,0.002811,0.072949,0.001423,0.040872,0.001211,0.219227,0.001846,0.063262,0.000729,7,84
proposed_causal_mechanism_selector,heldout_object,force_limited_twist_policy,material_shift,0.743197,0.056895,0.653581,0.001472,0.122275,0.001123,0.066475,0.002347,0.038816,0.001265,0.215165,0.002650,0.060174,0.000748,7,84
proposed_causal_mechanism_selector,heldout_object,force_limited_twist_policy,operator_bias_shift,0.712585,0.023570,0.651406,0.001536,0.120076,0.001171,0.066647,0.001060,0.039478,0.000975,0.215455,0.000778,0.059035,0.000781,7,84
proposed_causal_mechanism_selector,heldout_object,force_limited_twist_policy,rare_contact_mechanism,0.683673,0.017533,0.649599,0.001575,0.125070,0.001200,0.069550,0.002686,0.040305,0.000677,0.215216,0.001961,0.061077,0.002313,7,84
proposed_causal_mechanism_selector,heldout_object,mobile_place_policy,color_mechanism_confound,0.685374,0.041006,0.649077,0.001511,0.115627,0.001152,0.065042,0.002700,0.042766,0.001391,0.213459,0.001980,0.060912,0.000767,7,84
proposed_causal_mechanism_selector,heldout_object,mobile_place_policy,compound_spurious_shift,0.687075,0.049028,0.631065,0.001498,0.132521,0.003507,0.079274,0.001576,0.042101,0.001315,0.221212,0.002308,0.065487,0.000707,7,84
proposed_causal_mechanism_selector,heldout_object,mobile_place_policy,iid_mechanisms,0.675170,0.020817,0.651506,0.001383,0.106779,0.003564,0.060758,0.000702,0.040327,0.000672,0.213249,0.002546,0.055605,0.002633,7,84
proposed_causal_mechanism_selector,heldout_object,mobile_place_policy,intervention_gap,0.710884,0.027756,0.633812,0.001408,0.123144,0.001075,0.070062,0.000997,0.039496,0.000881,0.217382,0.000686,0.065037,0.000715,7,84
proposed_causal_mechanism_selector,heldout_object,mobile_place_policy,material_shift,0.710884,0.031681,0.639357,0.004769,0.120271,0.001056,0.063793,0.001341,0.041985,0.002024,0.214179,0.000814,0.060235,0.000702,7,84
proposed_causal_mechanism_selector,heldout_object,mobile_place_policy,operator_bias_shift,0.676871,0.033166,0.637678,0.004727,0.118444,0.001104,0.071201,0.001266,0.042266,0.002706,0.217037,0.002477,0.059349,0.000735,7,84
proposed_causal_mechanism_selector,heldout_object,mobile_place_policy,rare_contact_mechanism,0.704082,0.035434,0.639827,0.004701,0.121260,0.001133,0.067395,0.001473,0.043470,0.001258,0.215928,0.000882,0.062192,0.002544,7,84
proposed_causal_mechanism_selector,heldout_object,peg_search_policy,color_mechanism_confound,0.707483,0.020276,0.626187,0.005107,0.115531,0.001133,0.063019,0.001254,0.041508,0.002274,0.214133,0.000862,0.057554,0.002343,7,84
proposed_causal_mechanism_selector,heldout_object,peg_search_policy,compound_spurious_shift,0.693878,0.022027,0.616659,0.003765,0.130213,0.001123,0.074947,0.001287,0.044033,0.001161,0.218277,0.000865,0.066335,0.002347,7,84
proposed_causal_mechanism_selector,heldout_object,peg_search_policy,iid_mechanisms,0.717687,0.026805,0.637995,0.001357,0.106857,0.003577,0.054819,0.000940,0.040835,0.000772,0.210405,0.000630,0.054653,0.000635,7,84
proposed_causal_mechanism_selector,heldout_object,peg_search_policy,intervention_gap,0.692177,0.024646,0.617053,0.001383,0.127647,0.003876,0.072628,0.001016,0.040270,0.000907,0.219243,0.000753,0.064818,0.001914,7,84
proposed_causal_mechanism_selector,heldout_object,peg_search_policy,material_shift,0.727891,0.031151,0.621273,0.001357,0.120349,0.001037,0.066624,0.000996,0.038955,0.001605,0.217307,0.000643,0.061569,0.001899,7,84
proposed_causal_mechanism_selector,heldout_object,peg_search_policy,operator_bias_shift,0.702381,0.031388,0.627482,0.001421,0.124438,0.001085,0.070101,0.001176,0.042982,0.001014,0.218306,0.000746,0.059005,0.001888,7,84
proposed_causal_mechanism_selector,heldout_object,peg_search_policy,rare_contact_mechanism,0.680272,0.028087,0.617899,0.001460,0.123600,0.001114,0.070819,0.002661,0.039450,0.001150,0.216399,0.002432,0.061640,0.000741,7,84
proposed_causal_mechanism_selector,small_budget,contact_grasp_policy,color_mechanism_confound,0.717687,0.032886,0.655367,0.001498,0.113463,0.003808,0.063295,0.001276,0.039463,0.001133,0.213955,0.001645,0.056347,0.000696,7,84
proposed_causal_mechanism_selector,small_budget,contact_grasp_policy,compound_spurious_shift,0.712585,0.020000,0.636795,0.001485,0.133368,0.001133,0.074215,0.001035,0.040848,0.002480,0.218065,0.000770,0.060690,0.000754,7,84
proposed_causal_mechanism_selector,small_budget,contact_grasp_policy,iid_mechanisms,0.767007,0.039721,0.663764,0.001370,0.103946,0.003570,0.053304,0.002741,0.038452,0.001224,0.208130,0.002074,0.051727,0.001931,7,84
proposed_causal_mechanism_selector,small_budget,contact_grasp_policy,intervention_gap,0.726190,0.024419,0.644231,0.001395,0.124077,0.003868,0.067659,0.000864,0.038666,0.000809,0.215538,0.000727,0.062585,0.000644,7,84
proposed_causal_mechanism_selector,small_budget,contact_grasp_policy,material_shift,0.741497,0.037663,0.649089,0.003801,0.117258,0.001047,0.061475,0.001048,0.040372,0.002715,0.212982,0.000612,0.058520,0.000695,7,84
proposed_causal_mechanism_selector,small_budget,contact_grasp_policy,operator_bias_shift,0.773810,0.031388,0.651246,0.005147,0.120023,0.003845,0.065679,0.000961,0.041214,0.001632,0.214808,0.001726,0.056196,0.000663,7,84
proposed_causal_mechanism_selector,small_budget,contact_grasp_policy,rare_contact_mechanism,0.741497,0.039675,0.652116,0.001472,0.121880,0.003823,0.062957,0.001192,0.040713,0.000916,0.212511,0.000681,0.061814,0.000683,7,84
proposed_causal_mechanism_selector,small_budget,deformable_pull_policy,color_mechanism_confound,0.692177,0.028996,0.660225,0.001524,0.115550,0.003495,0.060095,0.001155,0.039617,0.002313,0.211308,0.000876,0.055424,0.002347,7,84
proposed_causal_mechanism_selector,small_budget,deformable_pull_policy,compound_spurious_shift,0.666667,0.048035,0.656085,0.001511,0.130842,0.001152,0.076258,0.001363,0.044206,0.001626,0.217122,0.002319,0.064622,0.000767,7,84
proposed_causal_mechanism_selector,small_budget,deformable_pull_policy,iid_mechanisms,0.705782,0.044887,0.668870,0.001395,0.106219,0.003868,0.054743,0.001098,0.037443,0.000696,0.210538,0.000452,0.055504,0.000644,7,84
proposed_causal_mechanism_selector,small_budget,deformable_pull_policy,intervention_gap,0.668367,0.028545,0.652488,0.001421,0.121853,0.002830,0.067993,0.002004,0.040085,0.002024,0.213771,0.000865,0.061006,0.000690,7,84
proposed_causal_mechanism_selector,small_budget,deformable_pull_policy,material_shift,0.705782,0.034801,0.667916,0.001395,0.116100,0.001066,0.064212,0.002341,0.042241,0.001062,0.212848,0.002425,0.055382,0.000708,7,84
proposed_causal_mechanism_selector,small_budget,deformable_pull_policy,operator_bias_shift,0.653061,0.038921,0.657371,0.003769,0.117915,0.001114,0.069129,0.001551,0.041872,0.002281,0.216034,0.002096,0.056983,0.000741,7,84
proposed_causal_mechanism_selector,small_budget,deformable_pull_policy,rare_contact_mechanism,0.700680,0.046786,0.653822,0.001498,0.123318,0.001143,0.066603,0.002093,0.041129,0.002040,0.215303,0.001137,0.057018,0.000761,7,84
proposed_causal_mechanism_selector,small_budget,force_limited_twist_policy,color_mechanism_confound,0.758503,0.038682,0.656444,0.003732,0.111516,0.001200,0.061683,0.001795,0.039976,0.002113,0.213316,0.002054,0.058685,0.000800,7,84
proposed_causal_mechanism_selector,small_budget,force_limited_twist_policy,compound_spurious_shift,0.714286,0.027420,0.646409,0.001562,0.132678,0.001191,0.072411,0.002099,0.040727,0.001108,0.215226,0.000871,0.060456,0.000794,7,84
proposed_causal_mechanism_selector,small_budget,force_limited_twist_policy,iid_mechanisms,0.761905,0.040734,0.665598,0.005137,0.104282,0.003532,0.054741,0.001496,0.040525,0.002059,0.211759,0.000924,0.051049,0.000681,7,84
proposed_causal_mechanism_selector,small_budget,force_limited_twist_policy,intervention_gap,0.685374,0.030062,0.649572,0.001472,0.127044,0.001123,0.072093,0.000638,0.040049,0.000571,0.216705,0.002420,0.060274,0.000748,7,84
proposed_causal_mechanism_selector,small_budget,force_limited_twist_policy,material_shift,0.714286,0.031388,0.657783,0.001447,0.117594,0.001104,0.061288,0.001534,0.039359,0.001308,0.211116,0.000970,0.058986,0.000735,7,84
proposed_causal_mechanism_selector,small_budget,force_limited_twist_policy,operator_bias_shift,0.712585,0.028545,0.656132,0.005087,0.120933,0.001152,0.064646,0.002353,0.042376,0.002178,0.211377,0.000608,0.060484,0.001872,7,84
proposed_causal_mechanism_selector,small_budget,force_limited_twist_policy,rare_contact_mechanism,0.675170,0.033665,0.656545,0.001549,0.122448,0.001181,0.067544,0.001648,0.042075,0.001426,0.215764,0.000997,0.059008,0.000787,7,84
proposed_causal_mechanism_selector,small_budget,mobile_place_policy,color_mechanism_confound,0.695578,0.039063,0.648916,0.001485,0.114603,0.003815,0.062478,0.003062,0.040652,0.001096,0.211457,0.002214,0.057655,0.000689,7,84
proposed_causal_mechanism_selector,small_budget,mobile_place_policy,compound_spurious_shift,0.676871,0.024114,0.631464,0.001472,0.133632,0.001123,0.077740,0.000387,0.040812,0.000444,0.218551,0.002537,0.062544,0.000748,7,84
proposed_causal_mechanism_selector,small_budget,mobile_place_policy,iid_mechanisms,0.727891,0.023014,0.652505,0.001357,0.108340,0.001037,0.056522,0.001494,0.037933,0.000732,0.210258,0.002601,0.052969,0.002596,7,84
proposed_causal_mechanism_selector,small_budget,mobile_place_policy,intervention_gap,0.683673,0.030490,0.637591,0.005188,0.125076,0.001056,0.067352,0.000869,0.043626,0.002361,0.214294,0.000600,0.060367,0.000702,7,84
proposed_causal_mechanism_selector,small_budget,mobile_place_policy,material_shift,0.688776,0.031151,0.646977,0.004786,0.113076,0.001037,0.062257,0.000650,0.043110,0.000542,0.212960,0.000491,0.057339,0.000689,7,84
proposed_causal_mechanism_selector,small_budget,mobile_place_policy,operator_bias_shift,0.695578,0.043162,0.641247,0.001421,0.116787,0.001085,0.064488,0.000873,0.039289,0.000621,0.213385,0.000466,0.060234,0.000722,7,84
proposed_causal_mechanism_selector,small_budget,mobile_place_policy,rare_contact_mechanism,0.705782,0.052599,0.643331,0.004718,0.119554,0.003526,0.066874,0.001545,0.043457,0.001200,0.215843,0.000803,0.058469,0.002420,7,84
proposed_causal_mechanism_selector,small_budget,peg_search_policy,color_mechanism_confound,0.724490,0.028996,0.629252,0.005127,0.110100,0.001114,0.061588,0.001388,0.041940,0.001983,0.213700,0.000874,0.054723,0.001881,7,84
proposed_causal_mechanism_selector,small_budget,peg_search_policy,compound_spurious_shift,0.704082,0.038586,0.620285,0.003774,0.130347,0.003838,0.074362,0.001297,0.043982,0.001044,0.218192,0.000766,0.062730,0.002635,7,84
proposed_causal_mechanism_selector,small_budget,peg_search_policy,iid_mechanisms,0.763605,0.031564,0.642220,0.001331,0.107442,0.003590,0.053492,0.000964,0.040342,0.000794,0.210262,0.000641,0.053641,0.000622,7,84
proposed_causal_mechanism_selector,small_budget,peg_search_policy,intervention_gap,0.688776,0.034694,0.617198,0.001357,0.125172,0.001037,0.070541,0.001470,0.040857,0.002442,0.217554,0.000852,0.062861,0.000689,7,84
proposed_causal_mechanism_selector,small_budget,peg_search_policy,material_shift,0.727891,0.040552,0.625258,0.001331,0.115608,0.001018,0.062778,0.003441,0.037779,0.000629,0.211786,0.002552,0.056922,0.002606,7,84
proposed_causal_mechanism_selector,small_budget,peg_search_policy,operator_bias_shift,0.676871,0.049216,0.622843,0.001395,0.120089,0.003868,0.066164,0.001875,0.039156,0.001624,0.214446,0.001144,0.060343,0.000644,7,84
proposed_causal_mechanism_selector,small_budget,peg_search_policy,rare_contact_mechanism,0.729592,0.029565,0.624628,0.001434,0.120918,0.001095,0.064712,0.001365,0.039739,0.001190,0.214044,0.000853,0.061829,0.000728,7,84
random_selection,clean_budget,contact_grasp_policy,color_mechanism_confound,0.467687,0.026317,0.332907,0.001267,0.291773,0.000970,0.173061,0.000730,0.102950,0.000641,0.129494,0.002062,0.112772,0.000643,7,84
random_selection,clean_budget,contact_grasp_policy,compound_spurious_shift,0.386054,0.022111,0.319375,0.001255,0.317723,0.000960,0.189190,0.001134,0.106623,0.001008,0.134603,0.002440,0.119732,0.000636,7,84
random_selection,clean_budget,contact_grasp_policy,iid_mechanisms,0.457483,0.023254,0.335736,0.001139,0.285979,0.002910,0.165744,0.000689,0.100636,0.000603,0.127197,0.000523,0.112288,0.000546,7,84
random_selection,clean_budget,contact_grasp_policy,intervention_gap,0.397959,0.038394,0.327506,0.001165,0.312620,0.000893,0.183306,0.001460,0.107297,0.001198,0.133584,0.001951,0.114038,0.000590,7,84
random_selection,clean_budget,contact_grasp_policy,material_shift,0.394558,0.033939,0.332622,0.001139,0.296514,0.000874,0.176064,0.002594,0.105687,0.001049,0.127913,0.002394,0.111096,0.000577,7,84
random_selection,clean_budget,contact_grasp_policy,operator_bias_shift,0.438776,0.045947,0.330343,0.001203,0.307612,0.000922,0.175947,0.001641,0.105248,0.001317,0.129689,0.000819,0.115835,0.002440,7,84
random_selection,clean_budget,contact_grasp_policy,rare_contact_mechanism,0.442177,0.056797,0.330616,0.001242,0.303529,0.000951,0.174900,0.002096,0.105914,0.001673,0.129024,0.001003,0.117629,0.001921,7,84
random_selection,clean_budget,deformable_pull_policy,color_mechanism_confound,0.386054,0.044054,0.341507,0.001293,0.293087,0.000989,0.173319,0.001542,0.103944,0.001246,0.129178,0.000799,0.111305,0.000656,7,84
random_selection,clean_budget,deformable_pull_policy,compound_spurious_shift,0.321429,0.036362,0.326399,0.001280,0.317855,0.000979,0.188074,0.001355,0.106365,0.001126,0.134472,0.000760,0.117458,0.000649,7,84
random_selection,clean_budget,deformable_pull_policy,iid_mechanisms,0.416667,0.048305,0.344584,0.001165,0.284049,0.004006,0.164691,0.001270,0.100746,0.000945,0.125453,0.000616,0.110893,0.000526,7,84
random_selection,clean_budget,deformable_pull_policy,intervention_gap,0.379252,0.044222,0.334932,0.004900,0.314769,0.002894,0.183430,0.001571,0.108754,0.001231,0.134339,0.000763,0.114284,0.000572,7,84
random_selection,clean_budget,deformable_pull_policy,material_shift,0.408163,0.057090,0.341469,0.001165,0.298014,0.000893,0.175888,0.002011,0.104881,0.001586,0.131342,0.000931,0.113187,0.002674,7,84
random_selection,clean_budget,deformable_pull_policy,operator_bias_shift,0.386054,0.033720,0.333349,0.003854,0.303016,0.000941,0.179018,0.000807,0.105116,0.003194,0.132004,0.000480,0.112620,0.000623,7,84
random_selection,clean_budget,deformable_pull_policy,rare_contact_mechanism,0.408163,0.045175,0.336063,0.001267,0.304194,0.002872,0.180116,0.001624,0.104654,0.001288,0.132373,0.001750,0.115719,0.000611,7,84
random_selection,clean_budget,force_limited_twist_policy,color_mechanism_confound,0.435374,0.049852,0.334483,0.001344,0.296981,0.001027,0.173190,0.002835,0.102074,0.001338,0.127495,0.002362,0.113125,0.002601,7,84
random_selection,clean_budget,force_limited_twist_policy,compound_spurious_shift,0.435374,0.041006,0.320341,0.004804,0.319043,0.001018,0.186313,0.001466,0.106923,0.002595,0.134913,0.000794,0.120861,0.000676,7,84
random_selection,clean_budget,force_limited_twist_policy,iid_mechanisms,0.457483,0.033720,0.344930,0.004882,0.281464,0.003648,0.164651,0.001162,0.104797,0.001000,0.126397,0.000752,0.108290,0.002504,7,84
random_selection,clean_budget,force_limited_twist_policy,intervention_gap,0.406463,0.043631,0.328773,0.005300,0.310736,0.000951,0.179308,0.001595,0.107242,0.001148,0.131023,0.000822,0.116410,0.002643,7,84
random_selection,clean_budget,force_limited_twist_policy,material_shift,0.399660,0.027352,0.330382,0.001216,0.298860,0.000931,0.177550,0.000822,0.103279,0.001967,0.129349,0.002828,0.112926,0.000617,7,84
random_selection,clean_budget,force_limited_twist_policy,operator_bias_shift,0.426871,0.044804,0.335728,0.003834,0.305386,0.000979,0.178029,0.003381,0.106869,0.001092,0.129390,0.002679,0.116830,0.000649,7,84
random_selection,clean_budget,force_limited_twist_policy,rare_contact_mechanism,0.355442,0.039252,0.330971,0.005238,0.307822,0.003914,0.181709,0.001135,0.109315,0.000882,0.133819,0.000650,0.117357,0.000604,7,84
random_selection,clean_budget,mobile_place_policy,color_mechanism_confound,0.428571,0.046388,0.325997,0.004856,0.294341,0.000960,0.170349,0.001725,0.106491,0.001397,0.126977,0.000877,0.112775,0.002638,7,84
random_selection,clean_budget,mobile_place_policy,compound_spurious_shift,0.358844,0.029876,0.309012,0.005300,0.321131,0.000951,0.186736,0.001224,0.108244,0.002328,0.133670,0.000730,0.118021,0.002426,7,84
random_selection,clean_budget,mobile_place_policy,iid_mechanisms,0.428571,0.040092,0.328592,0.001127,0.286656,0.000864,0.168203,0.001653,0.101814,0.001361,0.126747,0.002428,0.109856,0.002690,7,84
random_selection,clean_budget,mobile_place_policy,intervention_gap,0.391156,0.061192,0.318122,0.001152,0.309902,0.000883,0.183761,0.001537,0.106673,0.001069,0.132937,0.002576,0.115006,0.001939,7,84
random_selection,clean_budget,mobile_place_policy,material_shift,0.416667,0.060246,0.325478,0.001127,0.295476,0.000864,0.171164,0.001466,0.105342,0.001000,0.126953,0.000465,0.112068,0.000571,7,84
random_selection,clean_budget,mobile_place_policy,operator_bias_shift,0.394558,0.037908,0.317599,0.001191,0.302374,0.000912,0.175682,0.001659,0.103561,0.001384,0.128879,0.000894,0.116226,0.000604,7,84
random_selection,clean_budget,mobile_place_policy,rare_contact_mechanism,0.389456,0.016667,0.314511,0.001229,0.307777,0.000941,0.180686,0.001754,0.103412,0.000729,0.131193,0.002670,0.115348,0.000623,7,84
random_selection,clean_budget,peg_search_policy,color_mechanism_confound,0.423469,0.020276,0.301219,0.001229,0.294647,0.000941,0.173974,0.000837,0.104076,0.002447,0.130480,0.000609,0.110846,0.000623,7,84
random_selection,clean_budget,peg_search_policy,compound_spurious_shift,0.380952,0.019052,0.290431,0.001216,0.322655,0.000931,0.188149,0.002696,0.104863,0.000473,0.133139,0.002686,0.119210,0.000617,7,84
random_selection,clean_budget,peg_search_policy,iid_mechanisms,0.467687,0.050074,0.315480,0.001101,0.287136,0.000845,0.162625,0.001424,0.102658,0.001064,0.124207,0.000604,0.108046,0.000558,7,84
random_selection,clean_budget,peg_search_policy,intervention_gap,0.408163,0.022608,0.301762,0.001127,0.307946,0.000864,0.178207,0.001403,0.106251,0.000796,0.128994,0.000655,0.114963,0.000571,7,84
random_selection,clean_budget,peg_search_policy,material_shift,0.392857,0.037417,0.303218,0.005413,0.295956,0.000845,0.175477,0.001128,0.106895,0.001934,0.130759,0.000572,0.114831,0.000558,7,84
random_selection,clean_budget,peg_search_policy,operator_bias_shift,0.399660,0.054331,0.296367,0.001165,0.307054,0.002902,0.175341,0.001602,0.104916,0.002641,0.128336,0.000710,0.114997,0.000559,7,84
random_selection,clean_budget,peg_search_policy,rare_contact_mechanism,0.418367,0.054705,0.304415,0.001203,0.310519,0.000922,0.178213,0.001780,0.106234,0.001384,0.131406,0.000814,0.116226,0.002659,7,84
random_selection,combined_stress,contact_grasp_policy,color_mechanism_confound,0.377551,0.022608,0.310298,0.004821,0.331139,0.003921,0.189501,0.002959,0.107623,0.003232,0.139111,0.002799,0.128611,0.001919,7,84
random_selection,combined_stress,contact_grasp_policy,compound_spurious_shift,0.277211,0.043119,0.295926,0.004830,0.358175,0.003929,0.205842,0.002034,0.112444,0.002173,0.145130,0.002560,0.136311,0.000591,7,84
random_selection,combined_stress,contact_grasp_policy,iid_mechanisms,0.389456,0.043716,0.314818,0.001178,0.316322,0.002898,0.179493,0.003160,0.104091,0.002891,0.135151,0.000696,0.124253,0.000566,7,84
random_selection,combined_stress,contact_grasp_policy,intervention_gap,0.312925,0.038682,0.301273,0.004891,0.344124,0.000922,0.199556,0.001674,0.110912,0.002177,0.145912,0.000899,0.129082,0.000610,7,84
