method,split,regime,task,seed,episodes,success_rate,causal_mechanism_recall,spurious_dependence_rate,tail_failure_rate,damage_rate,selection_cost,calibration_error
oracle_interventional_selector,clean_budget,material_shift,mobile_place_policy,1,84,0.773810,0.727693,0.049829,0.027575,0.019094,0.167474,0.033237
oracle_interventional_selector,clean_budget,material_shift,mobile_place_policy,2,84,0.809524,0.728509,0.050453,0.026944,0.018772,0.167517,0.033651
oracle_interventional_selector,clean_budget,material_shift,mobile_place_policy,3,84,0.869048,0.729325,0.051077,0.025599,0.017931,0.167322,0.034065
oracle_interventional_selector,clean_budget,material_shift,mobile_place_policy,4,84,0.761905,0.730141,0.051701,0.029253,0.020723,0.168793,0.034479
oracle_interventional_selector,clean_budget,material_shift,mobile_place_policy,5,84,0.809524,0.730957,0.052325,0.028265,0.020141,0.168717,0.034893
oracle_interventional_selector,clean_budget,material_shift,mobile_place_policy,6,84,0.797619,0.731773,0.052949,0.029063,0.020857,0.169236,0.035307
oracle_interventional_selector,clean_budget,material_shift,force_limited_twist_policy,0,84,0.750000,0.739829,0.046619,0.029356,0.019133,0.168988,0.037610
oracle_interventional_selector,clean_budget,material_shift,force_limited_twist_policy,1,84,0.809524,0.740701,0.047285,0.028042,0.018323,0.168821,0.038053
oracle_interventional_selector,clean_budget,material_shift,force_limited_twist_policy,2,84,0.833333,0.741573,0.047951,0.027799,0.018292,0.169011,0.038495
oracle_interventional_selector,clean_budget,material_shift,force_limited_twist_policy,3,84,0.928571,0.742445,0.048617,0.025413,0.016703,0.168486,0.030934
oracle_interventional_selector,clean_budget,material_shift,force_limited_twist_policy,4,84,0.869048,0.743317,0.049283,0.027670,0.018488,0.169510,0.031377
oracle_interventional_selector,clean_budget,material_shift,force_limited_twist_policy,5,84,0.845238,0.744189,0.049949,0.028856,0.019495,0.170176,0.031819
oracle_interventional_selector,clean_budget,material_shift,force_limited_twist_policy,6,84,0.797619,0.745061,0.050615,0.030755,0.021020,0.171080,0.032262
oracle_interventional_selector,clean_budget,operator_bias_shift,contact_grasp_policy,0,84,0.761905,0.727606,0.056262,0.030540,0.016895,0.168082,0.036728
oracle_interventional_selector,clean_budget,operator_bias_shift,contact_grasp_policy,1,84,0.785714,0.728471,0.056922,0.030292,0.016860,0.168268,0.037167
oracle_interventional_selector,clean_budget,operator_bias_shift,contact_grasp_policy,2,84,0.892857,0.729334,0.057582,0.027545,0.015007,0.167620,0.037605
oracle_interventional_selector,clean_budget,operator_bias_shift,contact_grasp_policy,3,84,0.880952,0.730198,0.058242,0.028369,0.015750,0.168163,0.038044
oracle_interventional_selector,clean_budget,operator_bias_shift,contact_grasp_policy,4,84,0.821429,0.731062,0.058902,0.030622,0.017530,0.169183,0.038482
oracle_interventional_selector,clean_budget,operator_bias_shift,contact_grasp_policy,5,84,0.821429,0.731927,0.047556,0.030308,0.017546,0.169607,0.038729
oracle_interventional_selector,clean_budget,operator_bias_shift,contact_grasp_policy,6,84,0.809524,0.732791,0.048216,0.031132,0.018289,0.170150,0.039167
oracle_interventional_selector,clean_budget,operator_bias_shift,peg_search_policy,0,84,0.869048,0.703310,0.052674,0.030188,0.014958,0.170106,0.038395
oracle_interventional_selector,clean_budget,operator_bias_shift,peg_search_policy,1,84,0.869048,0.704151,0.053316,0.030642,0.015428,0.170518,0.038821
oracle_interventional_selector,clean_budget,operator_bias_shift,peg_search_policy,2,84,0.845238,0.704990,0.053958,0.031810,0.016416,0.171168,0.039247
oracle_interventional_selector,clean_budget,operator_bias_shift,peg_search_policy,3,84,0.690476,0.705830,0.054600,0.036907,0.020260,0.165124,0.039674
oracle_interventional_selector,clean_budget,operator_bias_shift,peg_search_policy,4,84,0.904762,0.706670,0.055242,0.030932,0.016058,0.163393,0.032096
oracle_interventional_selector,clean_budget,operator_bias_shift,peg_search_policy,5,84,0.797619,0.707510,0.055884,0.026596,0.018383,0.164877,0.032522
oracle_interventional_selector,clean_budget,operator_bias_shift,peg_search_policy,6,84,0.797619,0.708350,0.056526,0.027050,0.018853,0.165289,0.032948
oracle_interventional_selector,clean_budget,operator_bias_shift,deformable_pull_policy,0,84,0.714286,0.750343,0.056172,0.036755,0.024586,0.165346,0.034303
oracle_interventional_selector,clean_budget,operator_bias_shift,deformable_pull_policy,1,84,0.726190,0.735214,0.056844,0.028869,0.024338,0.165659,0.034749
oracle_interventional_selector,clean_budget,operator_bias_shift,deformable_pull_policy,2,84,0.726190,0.736094,0.057516,0.029345,0.024830,0.166091,0.035196
oracle_interventional_selector,clean_budget,operator_bias_shift,deformable_pull_policy,3,84,0.750000,0.736974,0.058188,0.029106,0.016799,0.166285,0.035643
oracle_interventional_selector,clean_budget,operator_bias_shift,deformable_pull_policy,4,84,0.738095,0.737854,0.058860,0.029939,0.017551,0.166836,0.036090
oracle_interventional_selector,clean_budget,operator_bias_shift,deformable_pull_policy,5,84,0.702381,0.738734,0.047526,0.030706,0.018354,0.167625,0.036344
oracle_interventional_selector,clean_budget,operator_bias_shift,deformable_pull_policy,6,84,0.797619,0.739614,0.048198,0.028324,0.016770,0.167105,0.036791
oracle_interventional_selector,clean_budget,operator_bias_shift,mobile_place_policy,0,84,0.821429,0.731222,0.051288,0.027355,0.021148,0.166411,0.035013
oracle_interventional_selector,clean_budget,operator_bias_shift,mobile_place_policy,1,84,0.833333,0.732078,0.051942,0.027460,0.021367,0.166711,0.035447
oracle_interventional_selector,clean_budget,operator_bias_shift,mobile_place_policy,2,84,0.726190,0.716927,0.052596,0.031137,0.024181,0.168203,0.035882
oracle_interventional_selector,clean_budget,operator_bias_shift,mobile_place_policy,3,84,0.785714,0.717782,0.053250,0.029814,0.023362,0.168028,0.036316
oracle_interventional_selector,clean_budget,operator_bias_shift,mobile_place_policy,4,84,0.761905,0.718638,0.053904,0.030991,0.024360,0.168686,0.036750
oracle_interventional_selector,clean_budget,operator_bias_shift,mobile_place_policy,5,84,0.750000,0.719494,0.054558,0.031810,0.017094,0.169225,0.037185
oracle_interventional_selector,clean_budget,operator_bias_shift,mobile_place_policy,6,84,0.797619,0.720351,0.055212,0.030844,0.016535,0.169169,0.037619
oracle_interventional_selector,clean_budget,operator_bias_shift,force_limited_twist_policy,0,84,0.809524,0.743679,0.048330,0.028948,0.021106,0.167958,0.039545
oracle_interventional_selector,clean_budget,operator_bias_shift,force_limited_twist_policy,1,84,0.833333,0.744590,0.049026,0.028727,0.021097,0.168167,0.032004
oracle_interventional_selector,clean_budget,operator_bias_shift,force_limited_twist_policy,2,84,0.821429,0.745502,0.049722,0.029577,0.021866,0.168735,0.032468
oracle_interventional_selector,clean_budget,operator_bias_shift,force_limited_twist_policy,3,84,0.845238,0.730406,0.050418,0.029356,0.021857,0.168944,0.032931
oracle_interventional_selector,clean_budget,operator_bias_shift,force_limited_twist_policy,4,84,0.857143,0.731318,0.051114,0.029492,0.022108,0.169273,0.033394
oracle_interventional_selector,clean_budget,operator_bias_shift,force_limited_twist_policy,5,84,0.785714,0.732231,0.051810,0.032128,0.016171,0.170436,0.033857
oracle_interventional_selector,clean_budget,operator_bias_shift,force_limited_twist_policy,6,84,0.869048,0.733143,0.052506,0.030121,0.014864,0.170050,0.034320
oracle_interventional_selector,clean_budget,rare_contact_mechanism,contact_grasp_policy,0,84,0.797619,0.728271,0.050496,0.028610,0.017000,0.167289,0.037548
oracle_interventional_selector,clean_budget,rare_contact_mechanism,contact_grasp_policy,1,84,0.869048,0.729159,0.051174,0.026947,0.015939,0.167011,0.037999
oracle_interventional_selector,clean_budget,rare_contact_mechanism,contact_grasp_policy,2,84,0.690476,0.730047,0.051852,0.032784,0.020328,0.169233,0.038450
oracle_interventional_selector,clean_budget,rare_contact_mechanism,contact_grasp_policy,3,84,0.785714,0.730935,0.052530,0.030407,0.018749,0.168716,0.038900
oracle_interventional_selector,clean_budget,rare_contact_mechanism,contact_grasp_policy,4,84,0.833333,0.731823,0.053208,0.029459,0.018207,0.168676,0.039351
oracle_interventional_selector,clean_budget,rare_contact_mechanism,contact_grasp_policy,5,84,0.833333,0.732711,0.053886,0.029939,0.018704,0.169112,0.039802
oracle_interventional_selector,clean_budget,rare_contact_mechanism,contact_grasp_policy,6,84,0.821429,0.733599,0.054564,0.030776,0.019460,0.169667,0.040253
oracle_interventional_selector,clean_budget,rare_contact_mechanism,peg_search_policy,0,84,0.797619,0.711751,0.052740,0.027736,0.021266,0.166269,0.035192
oracle_interventional_selector,clean_budget,rare_contact_mechanism,peg_search_policy,1,84,0.726190,0.712615,0.053400,0.030345,0.023306,0.167408,0.035630
oracle_interventional_selector,clean_budget,rare_contact_mechanism,peg_search_policy,2,84,0.750000,0.713479,0.054060,0.030098,0.023270,0.167594,0.036069
oracle_interventional_selector,clean_budget,rare_contact_mechanism,peg_search_policy,3,84,0.821429,0.698335,0.054720,0.028422,0.022196,0.167303,0.036508
oracle_interventional_selector,clean_budget,rare_contact_mechanism,peg_search_policy,4,84,0.761905,0.699199,0.055380,0.030675,0.023977,0.168323,0.036946
oracle_interventional_selector,clean_budget,rare_contact_mechanism,peg_search_policy,5,84,0.750000,0.700063,0.056040,0.031499,0.024719,0.168866,0.037385
oracle_interventional_selector,clean_budget,rare_contact_mechanism,peg_search_policy,6,84,0.809524,0.700927,0.056700,0.030180,0.015901,0.168694,0.037823
oracle_interventional_selector,clean_budget,rare_contact_mechanism,deformable_pull_policy,0,84,0.666667,0.739727,0.053952,0.031915,0.020666,0.167751,0.037543
oracle_interventional_selector,clean_budget,rare_contact_mechanism,deformable_pull_policy,1,84,0.785714,0.740631,0.054642,0.028832,0.018576,0.167004,0.038002
oracle_interventional_selector,clean_budget,rare_contact_mechanism,deformable_pull_policy,2,84,0.714286,0.741536,0.055332,0.031464,0.020639,0.168163,0.038461
oracle_interventional_selector,clean_budget,rare_contact_mechanism,deformable_pull_policy,3,84,0.869048,0.742439,0.056022,0.027310,0.017770,0.167059,0.038920
oracle_interventional_selector,clean_budget,rare_contact_mechanism,deformable_pull_policy,4,84,0.821429,0.743343,0.056712,0.029227,0.019314,0.167979,0.039379
oracle_interventional_selector,clean_budget,rare_contact_mechanism,deformable_pull_policy,5,84,0.797619,0.744247,0.057402,0.030431,0.020339,0.168661,0.039838
oracle_interventional_selector,clean_budget,rare_contact_mechanism,deformable_pull_policy,6,84,0.857143,0.745151,0.058092,0.029134,0.019546,0.168510,0.040297
oracle_interventional_selector,clean_budget,rare_contact_mechanism,mobile_place_policy,0,84,0.857143,0.728527,0.055008,0.032365,0.020320,0.171942,0.034304
oracle_interventional_selector,clean_budget,rare_contact_mechanism,mobile_place_policy,1,84,0.785714,0.729407,0.055680,0.034984,0.022370,0.165084,0.034751
oracle_interventional_selector,clean_budget,rare_contact_mechanism,mobile_place_policy,2,84,0.869048,0.730287,0.056352,0.032959,0.021045,0.164683,0.035198
oracle_interventional_selector,clean_budget,rare_contact_mechanism,mobile_place_policy,3,84,0.761905,0.731167,0.057024,0.028645,0.023392,0.166187,0.035644
oracle_interventional_selector,clean_budget,rare_contact_mechanism,mobile_place_policy,4,84,0.785714,0.716039,0.057696,0.028407,0.023365,0.166380,0.036091
oracle_interventional_selector,clean_budget,rare_contact_mechanism,mobile_place_policy,5,84,0.726190,0.716919,0.058368,0.030668,0.025155,0.167408,0.036538
oracle_interventional_selector,clean_budget,rare_contact_mechanism,mobile_place_policy,6,84,0.785714,0.717799,0.059040,0.029358,0.016346,0.167244,0.036985
oracle_interventional_selector,clean_budget,rare_contact_mechanism,force_limited_twist_policy,0,84,0.773810,0.743887,0.054228,0.029691,0.022979,0.167652,0.040324
oracle_interventional_selector,clean_budget,rare_contact_mechanism,force_limited_twist_policy,1,84,0.833333,0.728815,0.054942,0.028411,0.022205,0.167516,0.032795
oracle_interventional_selector,clean_budget,rare_contact_mechanism,force_limited_twist_policy,2,84,0.845238,0.729751,0.055656,0.028560,0.022469,0.167857,0.033270
oracle_interventional_selector,clean_budget,rare_contact_mechanism,force_limited_twist_policy,3,84,0.821429,0.730687,0.056370,0.029781,0.015507,0.168555,0.033746
oracle_interventional_selector,clean_budget,rare_contact_mechanism,force_limited_twist_policy,4,84,0.809524,0.731623,0.057084,0.030645,0.016290,0.169134,0.034221
oracle_interventional_selector,clean_budget,rare_contact_mechanism,force_limited_twist_policy,5,84,0.785714,0.732559,0.057798,0.031865,0.017333,0.169832,0.034697
oracle_interventional_selector,clean_budget,rare_contact_mechanism,force_limited_twist_policy,6,84,0.821429,0.733495,0.058512,0.031300,0.017077,0.169935,0.035172
oracle_interventional_selector,clean_budget,intervention_gap,contact_grasp_policy,0,84,0.833333,0.723370,0.055936,0.033484,0.015548,0.171298,0.039863
oracle_interventional_selector,clean_budget,intervention_gap,contact_grasp_policy,1,84,0.833333,0.724210,0.056578,0.033938,0.016018,0.171710,0.040289
oracle_interventional_selector,clean_budget,intervention_gap,contact_grasp_policy,2,84,0.904762,0.725050,0.057220,0.032248,0.014930,0.171408,0.040716
oracle_interventional_selector,clean_budget,intervention_gap,contact_grasp_policy,3,84,0.761905,0.725890,0.057862,0.036988,0.018514,0.173248,0.041142
oracle_interventional_selector,clean_budget,intervention_gap,contact_grasp_policy,4,84,0.880952,0.726730,0.058504,0.033870,0.016389,0.172470,0.041568
oracle_interventional_selector,clean_budget,intervention_gap,contact_grasp_policy,5,84,0.857143,0.727570,0.059146,0.035038,0.017378,0.165116,0.033990
oracle_interventional_selector,clean_budget,intervention_gap,contact_grasp_policy,6,84,0.833333,0.728410,0.059788,0.036206,0.018366,0.165766,0.034417
oracle_interventional_selector,clean_budget,intervention_gap,peg_search_policy,0,84,0.726190,0.707306,0.058522,0.036074,0.022405,0.171577,0.037740
oracle_interventional_selector,clean_budget,intervention_gap,peg_search_policy,1,84,0.785714,0.708122,0.059146,0.034729,0.021564,0.171382,0.038154
oracle_interventional_selector,clean_budget,intervention_gap,peg_search_policy,2,84,0.821429,0.708938,0.059770,0.034098,0.021241,0.171425,0.038568
oracle_interventional_selector,clean_budget,intervention_gap,peg_search_policy,3,84,0.916667,0.709754,0.060394,0.031682,0.019621,0.170873,0.038982
oracle_interventional_selector,clean_budget,intervention_gap,peg_search_policy,4,84,0.821429,0.710570,0.061018,0.034979,0.022154,0.172225,0.039396
oracle_interventional_selector,clean_budget,intervention_gap,peg_search_policy,5,84,0.869048,0.711386,0.061642,0.033991,0.021572,0.172149,0.039810
oracle_interventional_selector,clean_budget,intervention_gap,peg_search_policy,6,84,0.773810,0.696194,0.062266,0.037289,0.024104,0.173501,0.040224
oracle_interventional_selector,clean_budget,intervention_gap,deformable_pull_policy,0,84,0.750000,0.741378,0.052300,0.038176,0.021373,0.166555,0.035017
oracle_interventional_selector,clean_budget,intervention_gap,deformable_pull_policy,1,84,0.702381,0.742234,0.052954,0.032063,0.022410,0.167451,0.035451
oracle_interventional_selector,clean_budget,intervention_gap,deformable_pull_policy,2,84,0.797619,0.743090,0.053608,0.029668,0.020812,0.166919,0.035886
oracle_interventional_selector,clean_budget,intervention_gap,deformable_pull_policy,3,84,0.714286,0.743946,0.054262,0.032630,0.023107,0.168172,0.036320
oracle_interventional_selector,clean_budget,intervention_gap,deformable_pull_policy,4,84,0.702381,0.744802,0.054916,0.033450,0.023845,0.168711,0.036755
oracle_interventional_selector,clean_budget,intervention_gap,deformable_pull_policy,5,84,0.726190,0.745658,0.055570,0.033198,0.023805,0.168893,0.037189
oracle_interventional_selector,clean_budget,intervention_gap,deformable_pull_policy,6,84,0.690476,0.746514,0.056224,0.034732,0.025062,0.169670,0.037624
oracle_interventional_selector,clean_budget,intervention_gap,mobile_place_policy,0,84,0.726190,0.714338,0.053482,0.037143,0.025313,0.172973,0.039868
oracle_interventional_selector,clean_budget,intervention_gap,mobile_place_policy,1,84,0.750000,0.715170,0.054118,0.036878,0.017255,0.173143,0.040290
oracle_interventional_selector,clean_budget,intervention_gap,mobile_place_policy,2,84,0.833333,0.716002,0.054754,0.034827,0.015903,0.172718,0.040712
oracle_interventional_selector,clean_budget,intervention_gap,mobile_place_policy,3,84,0.857143,0.716834,0.055390,0.034562,0.015850,0.172888,0.041134
oracle_interventional_selector,clean_budget,intervention_gap,mobile_place_policy,4,84,0.773810,0.717666,0.056026,0.037511,0.018131,0.166125,0.041556
oracle_interventional_selector,clean_budget,intervention_gap,mobile_place_policy,5,84,0.821429,0.718498,0.056662,0.036532,0.017559,0.166057,0.033975
oracle_interventional_selector,clean_budget,intervention_gap,mobile_place_policy,6,84,0.666667,0.719330,0.057298,0.033620,0.020917,0.168013,0.034397
oracle_interventional_selector,clean_budget,intervention_gap,force_limited_twist_policy,0,84,0.785714,0.739898,0.060352,0.035779,0.022557,0.172354,0.035102
oracle_interventional_selector,clean_budget,intervention_gap,force_limited_twist_policy,1,84,0.785714,0.740786,0.061030,0.036260,0.023053,0.172790,0.035552
oracle_interventional_selector,clean_budget,intervention_gap,force_limited_twist_policy,2,84,0.809524,0.741674,0.061708,0.036025,0.023031,0.172988,0.036003
oracle_interventional_selector,clean_budget,intervention_gap,force_limited_twist_policy,3,84,0.785714,0.726554,0.062386,0.037220,0.024046,0.165658,0.036454
oracle_interventional_selector,clean_budget,intervention_gap,force_limited_twist_policy,4,84,0.880952,0.727442,0.051058,0.034062,0.022000,0.165142,0.036713
oracle_interventional_selector,clean_budget,intervention_gap,force_limited_twist_policy,5,84,0.809524,0.728330,0.051736,0.028681,0.015569,0.166292,0.037164
oracle_interventional_selector,clean_budget,intervention_gap,force_limited_twist_policy,6,84,0.845238,0.729218,0.052414,0.028090,0.015287,0.166371,0.037615
oracle_interventional_selector,clean_budget,compound_spurious_shift,contact_grasp_policy,0,84,0.809524,0.722727,0.062041,0.035531,0.018661,0.169319,0.041313
oracle_interventional_selector,clean_budget,compound_spurious_shift,contact_grasp_policy,1,84,0.797619,0.723623,0.062725,0.036373,0.019421,0.169878,0.041768
oracle_interventional_selector,clean_budget,compound_spurious_shift,contact_grasp_policy,2,84,0.845238,0.724519,0.063409,0.035428,0.018884,0.169842,0.042223
oracle_interventional_selector,clean_budget,compound_spurious_shift,contact_grasp_policy,3,84,0.821429,0.725415,0.064093,0.036627,0.019904,0.170520,0.042677
oracle_interventional_selector,clean_budget,compound_spurious_shift,contact_grasp_policy,4,84,0.845238,0.726311,0.064777,0.036397,0.019886,0.170722,0.043132
oracle_interventional_selector,clean_budget,compound_spurious_shift,contact_grasp_policy,5,84,0.845238,0.727207,0.065461,0.036882,0.020387,0.171162,0.043587
oracle_interventional_selector,clean_budget,compound_spurious_shift,contact_grasp_policy,6,84,0.833333,0.728103,0.066145,0.037723,0.021148,0.171721,0.044042
oracle_interventional_selector,clean_budget,compound_spurious_shift,peg_search_policy,0,84,0.809524,0.703463,0.062227,0.041155,0.021873,0.174931,0.037552
oracle_interventional_selector,clean_budget,compound_spurious_shift,peg_search_policy,1,84,0.761905,0.704335,0.062893,0.043055,0.023398,0.167831,0.037994
oracle_interventional_selector,clean_budget,compound_spurious_shift,peg_search_policy,2,84,0.809524,0.705207,0.063559,0.042098,0.022848,0.167783,0.038437
oracle_interventional_selector,clean_budget,compound_spurious_shift,peg_search_policy,3,84,0.785714,0.706079,0.064225,0.035279,0.023374,0.168449,0.038880
oracle_interventional_selector,clean_budget,compound_spurious_shift,peg_search_policy,4,84,0.880952,0.690943,0.064891,0.032893,0.021786,0.167925,0.039322
oracle_interventional_selector,clean_budget,compound_spurious_shift,peg_search_policy,5,84,0.809524,0.691815,0.065557,0.035507,0.023830,0.169067,0.039765
oracle_interventional_selector,clean_budget,compound_spurious_shift,peg_search_policy,6,84,0.857143,0.692687,0.066223,0.034550,0.015276,0.169019,0.040208
oracle_interventional_selector,clean_budget,compound_spurious_shift,deformable_pull_policy,0,84,0.726190,0.735759,0.066679,0.038272,0.022170,0.170092,0.042115
oracle_interventional_selector,clean_budget,compound_spurious_shift,deformable_pull_policy,1,84,0.761905,0.736671,0.067375,0.037694,0.021902,0.170183,0.042578
oracle_interventional_selector,clean_budget,compound_spurious_shift,deformable_pull_policy,2,84,0.857143,0.737583,0.056065,0.034550,0.019868,0.169679,0.042849
oracle_interventional_selector,clean_budget,compound_spurious_shift,deformable_pull_policy,3,84,0.714286,0.738495,0.056761,0.039329,0.023493,0.171556,0.043312
oracle_interventional_selector,clean_budget,compound_spurious_shift,deformable_pull_policy,4,84,0.809524,0.739407,0.057457,0.036965,0.021926,0.171051,0.043775
oracle_interventional_selector,clean_budget,compound_spurious_shift,deformable_pull_policy,5,84,0.761905,0.740319,0.058153,0.038887,0.023474,0.171975,0.036234
oracle_interventional_selector,clean_budget,compound_spurious_shift,deformable_pull_policy,6,84,0.738095,0.741231,0.058849,0.040094,0.024503,0.172661,0.036698
oracle_interventional_selector,clean_budget,compound_spurious_shift,mobile_place_policy,0,84,0.797619,0.721863,0.065713,0.040815,0.022912,0.174126,0.037495
oracle_interventional_selector,clean_budget,compound_spurious_shift,mobile_place_policy,1,84,0.821429,0.722751,0.066391,0.040581,0.022890,0.174324,0.037946
oracle_interventional_selector,clean_budget,compound_spurious_shift,mobile_place_policy,2,84,0.714286,0.707631,0.067069,0.044275,0.025722,0.175832,0.038397
oracle_interventional_selector,clean_budget,compound_spurious_shift,mobile_place_policy,3,84,0.833333,0.708519,0.067747,0.041184,0.023623,0.167073,0.038848
oracle_interventional_selector,clean_budget,compound_spurious_shift,mobile_place_policy,4,84,0.761905,0.709407,0.056419,0.043026,0.025210,0.168223,0.039107
oracle_interventional_selector,clean_budget,compound_spurious_shift,mobile_place_policy,5,84,0.809524,0.710295,0.057097,0.034074,0.016184,0.168183,0.039558
oracle_interventional_selector,clean_budget,compound_spurious_shift,mobile_place_policy,6,84,0.726190,0.711183,0.057775,0.037054,0.018498,0.169452,0.040008
oracle_interventional_selector,clean_budget,compound_spurious_shift,force_limited_twist_policy,0,84,0.761905,0.727519,0.057655,0.039390,0.019587,0.172511,0.038546
oracle_interventional_selector,clean_budget,compound_spurious_shift,force_limited_twist_policy,1,84,0.785714,0.728463,0.058375,0.039187,0.019596,0.172737,0.039026
oracle_interventional_selector,clean_budget,compound_spurious_shift,force_limited_twist_policy,2,84,0.821429,0.729407,0.059095,0.038626,0.019345,0.172844,0.039506
oracle_interventional_selector,clean_budget,compound_spurious_shift,force_limited_twist_policy,3,84,0.809524,0.730351,0.059815,0.039494,0.020133,0.173427,0.039985
oracle_interventional_selector,clean_budget,compound_spurious_shift,force_limited_twist_policy,4,84,0.809524,0.731295,0.060535,0.040005,0.020661,0.173891,0.040465
oracle_interventional_selector,clean_budget,compound_spurious_shift,force_limited_twist_policy,5,84,0.892857,0.732239,0.061255,0.038016,0.019372,0.173522,0.040944
oracle_interventional_selector,clean_budget,compound_spurious_shift,force_limited_twist_policy,6,84,0.857143,0.733183,0.061975,0.039598,0.020678,0.174343,0.041424
oracle_interventional_selector,small_budget,iid_mechanisms,contact_grasp_policy,0,84,0.797619,0.739004,0.045087,0.021338,0.017982,0.165889,0.032377
oracle_interventional_selector,small_budget,iid_mechanisms,contact_grasp_policy,1,84,0.904762,0.739829,0.045717,0.018569,0.016107,0.165221,0.032795
oracle_interventional_selector,small_budget,iid_mechanisms,contact_grasp_policy,2,84,0.809524,0.740652,0.046347,0.021871,0.018644,0.166578,0.033214
oracle_interventional_selector,small_budget,iid_mechanisms,contact_grasp_policy,3,84,0.928571,0.741476,0.046977,0.018744,0.016509,0.165791,0.033632
oracle_interventional_selector,small_budget,iid_mechanisms,contact_grasp_policy,4,84,0.821429,0.742300,0.047607,0.022404,0.019306,0.167267,0.034050
oracle_interventional_selector,small_budget,iid_mechanisms,contact_grasp_policy,5,84,0.892857,0.743124,0.048237,0.020706,0.018209,0.166956,0.034468
oracle_interventional_selector,small_budget,iid_mechanisms,contact_grasp_policy,6,84,0.904762,0.743948,0.048867,0.020793,0.018411,0.167241,0.034886
oracle_interventional_selector,small_budget,iid_mechanisms,peg_search_policy,0,84,0.821429,0.712500,0.039754,0.022229,0.016581,0.167556,0.032814
oracle_interventional_selector,small_budget,iid_mechanisms,peg_search_policy,1,84,0.845238,0.713300,0.040366,0.021947,0.016509,0.167710,0.033220
oracle_interventional_selector,small_budget,iid_mechanisms,peg_search_policy,2,84,0.833333,0.714100,0.040978,0.022736,0.017216,0.168221,0.033626
oracle_interventional_selector,small_budget,iid_mechanisms,peg_search_policy,3,84,0.821429,0.714900,0.041590,0.023525,0.017923,0.168732,0.034031
oracle_interventional_selector,small_budget,iid_mechanisms,peg_search_policy,4,84,0.845238,0.715700,0.042202,0.023242,0.017851,0.168886,0.034437
oracle_interventional_selector,small_budget,iid_mechanisms,peg_search_policy,5,84,0.797619,0.716500,0.042814,0.025102,0.019336,0.169754,0.034843
oracle_interventional_selector,small_budget,iid_mechanisms,peg_search_policy,6,84,0.773810,0.717300,0.043426,0.026248,0.020303,0.170384,0.035249
oracle_interventional_selector,small_budget,iid_mechanisms,deformable_pull_policy,0,84,0.821429,0.753766,0.039120,0.021088,0.019710,0.166557,0.033991
oracle_interventional_selector,small_budget,iid_mechanisms,deformable_pull_policy,1,84,0.761905,0.754606,0.039762,0.023327,0.021477,0.167565,0.034417
oracle_interventional_selector,small_budget,iid_mechanisms,deformable_pull_policy,2,84,0.845238,0.755446,0.040404,0.021281,0.020130,0.167143,0.034843
oracle_interventional_selector,small_budget,iid_mechanisms,deformable_pull_policy,3,84,0.785714,0.756286,0.041046,0.023521,0.021898,0.168151,0.035269
oracle_interventional_selector,small_budget,iid_mechanisms,deformable_pull_policy,4,84,0.738095,0.741118,0.041688,0.025403,0.023405,0.169039,0.035696
oracle_interventional_selector,small_budget,iid_mechanisms,deformable_pull_policy,5,84,0.690476,0.741958,0.042330,0.027285,0.024913,0.169927,0.036122
oracle_interventional_selector,small_budget,iid_mechanisms,deformable_pull_policy,6,84,0.785714,0.742798,0.042972,0.024882,0.015303,0.169387,0.036548
oracle_interventional_selector,small_budget,iid_mechanisms,mobile_place_policy,0,84,0.797619,0.732249,0.044300,0.023011,0.018659,0.167591,0.033502
oracle_interventional_selector,small_budget,iid_mechanisms,mobile_place_policy,1,84,0.761905,0.733065,0.044924,0.024523,0.019894,0.168349,0.033916
oracle_interventional_selector,small_budget,iid_mechanisms,mobile_place_policy,2,84,0.785714,0.733881,0.045548,0.024249,0.019831,0.168511,0.034330
oracle_interventional_selector,small_budget,iid_mechanisms,mobile_place_policy,3,84,0.738095,0.734697,0.046172,0.026118,0.021325,0.169387,0.034744
oracle_interventional_selector,small_budget,iid_mechanisms,mobile_place_policy,4,84,0.797619,0.735513,0.046796,0.024773,0.020484,0.169191,0.035158
oracle_interventional_selector,small_budget,iid_mechanisms,mobile_place_policy,5,84,0.869048,0.736329,0.047420,0.023071,0.019383,0.168877,0.035572
oracle_interventional_selector,small_budget,iid_mechanisms,mobile_place_policy,6,84,0.857143,0.737145,0.048044,0.023869,0.020099,0.169396,0.035986
oracle_interventional_selector,small_budget,iid_mechanisms,force_limited_twist_policy,0,84,0.833333,0.745114,0.041745,0.023449,0.017857,0.168961,0.038353
oracle_interventional_selector,small_budget,iid_mechanisms,force_limited_twist_policy,1,84,0.821429,0.745986,0.042411,0.024278,0.018604,0.169508,0.030792
oracle_interventional_selector,small_budget,iid_mechanisms,force_limited_twist_policy,2,84,0.714286,0.746858,0.043077,0.027963,0.021428,0.171008,0.031234
oracle_interventional_selector,small_budget,iid_mechanisms,force_limited_twist_policy,3,84,0.797619,0.747730,0.043743,0.025935,0.020099,0.170602,0.031677
oracle_interventional_selector,small_budget,iid_mechanisms,force_limited_twist_policy,4,84,0.785714,0.748602,0.044409,0.026763,0.020846,0.171149,0.032119
oracle_interventional_selector,small_budget,iid_mechanisms,force_limited_twist_policy,5,84,0.797619,0.749474,0.045075,0.026877,0.021074,0.163454,0.032562
